year,make,model,price,mileage
2018,Jeep,Grand Cherokee Limited,29360,28765
2018,Honda,Accord Touring 2.0T,29170,8998
2019,Chevrolet,Equinox 1LT,18600,25793
2018,Chevrolet,Equinox 1LT,19190,18207
2018,Chrysler,300 S,20270,37228
2019,Ford,Escape SEL,22750,5256
2018,Nissan,Rogue SV,17991,35069
2018,Nissan,Murano SV,21391,37262
2019,Audi,A3 2.0T Premium,27500,3821
2019,Toyota,RAV4 XLE,23740,11711
2019,Chrysler,300 S,23260,20641
2019,Dodge,Charger SXT,27370,16473
2017,GMC,Acadia SLE-2,22000,35391
2017,GMC,Acadia SLT-1,25730,13437
2018,Acura,RDX FWD w/Technology Package,29090,29680
2017,Hyundai,Elantra SE,14680,18851
2017,Buick,Encore Preferred,19400,13886
2018,Honda,Accord Touring 2.0T,29170,8998
2019,Jeep,Grand Cherokee Laredo,26740,7458
2018,Hyundai,Tucson SEL,17490,19976
2017,Honda,CR-V EX-L,24330,27629
2018,GMC,Acadia SLT-1,27763,35557
2018,Subaru,Crosstrek 2.0i Premium,24485,16190
2018,Honda,Civic EX-T,19293,28812
2018,Subaru,Outback 2.5i Premium,24995,14914
2019,Subaru,Impreza 2.0i Premium,23995,8076
2018,Chrysler,300 S,19090,34929
2019,Nissan,Rogue S,21270,3073
2018,Hyundai,Elantra SEL,13998,38140
2019,Mazda,CX-5 Touring,26995,4744
2017,Chrysler,300 S,23310,19367
2019,Dodge,Charger SXT,25980,11288
2018,Chrysler,300 S,18390,19385
2019,Dodge,Charger GT,24595,32917
2018,Nissan,Rogue SV,16550,39964
2018,Nissan,Rogue SV,16550,38049
2018,Subaru,Impreza 2.0i Sport,21500,6927
2019,Mazda,CX-5 Touring,25000,25500
2017,Chevrolet,Cruze LT,11988,25419
2017,Honda,Civic EX,19000,19500
2018,Hyundai,Tucson SEL,17990,37257
2018,Chevrolet,Impala 1LT,16429,37864
2017,Volkswagen,Jetta 1.4T SE,14500,30976
2019,Chevrolet,Equinox 1LT,21658,31033
2017,Honda,Civic EX-T,19988,13334
2017,Buick,Encore Preferred,15122,24798
2018,Chevrolet,Trax LT,16350,9342
2017,Hyundai,Elantra SE,14680,18851
2018,Chrysler,300 S,18149,35793
2019,Ford,Escape SE,20931,22109
2017,Kia,Niro Touring,25995,13189
2018,Dodge,Durango SXT,27200,10266
2018,Honda,Accord Sport,24500,11800
2018,Subaru,Outback 2.5i Premium,25542,10926
2018,Nissan,Rogue SV,17995,37011
2018,Nissan,Rogue SV,17735,37540
2019,Chevrolet,Equinox 1LT,23000,23998
2018,Subaru,Outback 2.5i Premium,24288,23694
2018,Chevrolet,Equinox 1LT,19299,7288
2019,Chevrolet,Equinox 1LT,23988,20399
2019,Chrysler,300 S,23260,20641
2019,Cadillac,CTS Luxury RWD,28960,14005
2019,Jeep,Cherokee Latitude,18410,17063
2018,Mitsubishi,Outlander SE,15659,34539
2019,Volkswagen,Jetta 1.4T S,15499,8510
2017,GMC,Acadia SLT-1,25730,13437
2019,Cadillac,CTS Luxury RWD,27110,20165
2018,Chevrolet,Traverse LS,25440,13771
2019,Dodge,Charger SXT,27370,16473
2019,Chevrolet,Malibu Premier,24440,7042
2017,Kia,Niro Touring,23230,25737
2019,Hyundai,Sonata SE,17286,13661
2019,Hyundai,Sonata SE,17368,15476
2019,Jeep,Cherokee Latitude Plus,17943,35325
2019,Cadillac,XTS Luxury,25850,33605
2017,Chevrolet,Cruze LT,14488,31468
2017,Chevrolet,Trax LT,14500,29446
2019,Chevrolet,Malibu LT,22985,3524
2017,Chrysler,300 S,23310,19367
2018,Chevrolet,Equinox Premier,23520,14314
2018,Kia,Sportage SX Turbo,21030,31684
2019,Jeep,Cherokee Latitude,18410,17063
2019,Nissan,Rogue S,20988,3161
2019,Ford,Escape SEL,21959,17933
2019,Chevrolet,Equinox 1LT,23977,32494
2019,Subaru,Forester,23988,15413
2018,Hyundai,Tucson SEL,18988,37320
2019,Chevrolet,Equinox Premier,21789,14860
2019,Jeep,Compass Limited,21989,25421
2019,Jeep,Compass Limited,22989,12628
2019,Hyundai,Santa Fe SE 2.4,20998,19492
2019,Jeep,Cherokee Latitude,18998,22299
2019,Chevrolet,Equinox Premier,21789,21004
2019,Chevrolet,Equinox Premier,21689,15302
2017,Chevrolet,Trax LT,14500,29446
2019,Jeep,Cherokee Latitude,19999,11223
2018,Chrysler,300 Limited,19860,33764
2019,Jeep,Cherokee Latitude,18410,17063
2019,Cadillac,CTS Luxury RWD,27110,20165
2017,Chevrolet,Malibu Premier,20470,18670
2017,Kia,Sorento LX,17700,23840
2017,GMC,Acadia SLT-1,25730,13437
2019,Toyota,RAV4 XLE,23740,11711
2018,Dodge,Charger R/T,23750,32761
2018,Chevrolet,Equinox Premier,23520,14314
2018,Chevrolet,Equinox 1LT,21788,13546
2018,Subaru,Outback 2.5i Premium,22995,29210
2018,Subaru,Outback 2.5i Premium,22995,34109
2018,Chevrolet,Malibu LT,13994,39760
2017,Hyundai,Sonata Limited,17994,28305
2019,Kia,Optima S,19860,4825
2019,Nissan,Rogue Sport S,19430,19930
2019,Chevrolet,Malibu Premier,24440,7042
2017,Hyundai,Santa Fe Sport 2.0T Ultimate,24340,35966
2018,Honda,CR-V EX,23430,24030
2019,Jeep,Cherokee Altitude,22500,23080
2018,Nissan,Maxima Platinum,29670,17622
2019,Mercedes-Benz,CLA 250 Base,29980,4456
2017,Chevrolet,Volt LT,16988,24388
2018,Mercedes-Benz,C 300,28981,16455
2019,Hyundai,Santa Fe SE 2.4,19998,21793
2019,Hyundai,Santa Fe SE 2.4,19998,21692
2017,Kia,Sportage EX,15850,36126
2018,Chevrolet,Cruze LT,14599,34384
2019,Subaru,Impreza 2.0i Sport,22988,25402
2017,Chevrolet,Volt LT,18750,21484
2018,Hyundai,Tucson SEL,16700,36698
2017,GMC,Acadia SLE-1,19800,36515
2019,Kia,Optima S,19860,4825
2018,Dodge,Durango GT,28210,9310
2019,Cadillac,CTS Luxury RWD,29660,18257
2018,Nissan,Rogue S,14999,15999
2018,Chevrolet,Traverse LS,25440,13771
2017,Honda,CR-V EX-L,24330,27629
2017,Hyundai,Santa Fe Sport 2.0T Ultimate,24340,35966
2017,Chevrolet,Volt LT,18995,13608
2019,Mazda,CX-5 Touring,27500,28500
2019,Mazda,CX-5 Touring,26000,4595
2018,Nissan,Rogue S,13995,39447
2018,Ford,EcoSport SE,15893,10835
2019,Jeep,Cherokee Latitude,17500,17959
2019,Jeep,Compass Trailhawk,23988,21745
2019,Ford,Escape SE,19981,22981
2019,Subaru,Impreza 2.0i Premium,22000,9330
2019,Ford,Fusion SE,19327,20985
2017,Honda,Pilot EX,28998,29998
2017,Hyundai,Sonata Limited,17995,18995
2018,Chrysler,300 S,18249,35793
2017,Kia,Niro FE,19800,16141
2017,Chevrolet,Impala Premier,18996,37725
2018,Subaru,Outback 2.5i Premium,24300,11633
2017,Chevrolet,Volt LT,16300,17250
2018,Mitsubishi,Outlander SE,15097,26023
2018,Chevrolet,Equinox 1LT,17999,37609
2019,Chevrolet,Malibu 1LS,18998,7754
2019,Kia,Rio S,13700,9680
2018,Hyundai,Elantra GT,16900,17400
2019,Ford,Escape SEL,21882,22551
2019,Chevrolet,Impala 1LT,21988,20978
2017,Buick,Encore Preferred,19400,13886
2019,Hyundai,Tucson SE,16999,17523
2018,Ford,Edge Titanium,23999,24514
2018,Jeep,Grand Cherokee Limited,28400,33110
2018,Chevrolet,Trax LT,17670,6145
2019,Chevrolet,Equinox 1LT,20486,26077
2017,Chevrolet,Volt LT,21988,26556
2019,Nissan,Rogue Sport S,16933,16915
2017,Hyundai,Santa Fe Sport 2.0T Ultimate,24340,35966
2019,Jeep,Cherokee Limited,19984,36046
2019,Hyundai,Sonata SE,17349,14514
2019,Nissan,Murano SV,29846,6166
2017,Buick,Encore Preferred,17990,13086
2018,Subaru,Impreza 2.0i Premium,18500,22559
2018,Chevrolet,Equinox Premier,25875,26987
2019,Chevrolet,Equinox 1LT,23997,24671
2019,Ford,Edge SEL,29038,21
2018,Chrysler,300 Limited,19350,26397
2018,Honda,Accord EX-L 2.0T,25820,16674
2017,Kia,Sorento EX,19780,24538
2017,Honda,CR-V EX-L,24330,27629
2019,Jeep,Cherokee Latitude,19750,5750
2019,Jeep,Cherokee Latitude Plus,22960,12138
2019,Hyundai,Tucson SE,17388,19742
2018,Honda,Fit Sport,17916,21234
2019,Ford,Escape SEL,20931,17526
2018,Chevrolet,Equinox 1LT,21977,23562
2018,Chevrolet,Impala 1LT,18977,37693
2017,Kia,Sorento LX,19988,32546
2017,Kia,Optima Hybrid Base,18299,17277
2017,Chevrolet,Cruze LT,14977,39774
2017,Chevrolet,Volt LT,17977,37129
2017,Dodge,Charger R/T,27000,26459
2019,Chevrolet,Equinox Premier,21989,15356
2018,Honda,Accord Sport,23700,13359
2018,Chevrolet,Equinox Premier,19989,31532
2019,Kia,Forte LXS,15489,16993
2018,Jeep,Compass Limited,23274,24000
2017,Buick,Encore Preferred,19400,13886
2019,Cadillac,CTS Luxury RWD,29660,18257
2018,Chevrolet,Cruze LS,14630,17392
2019,Chrysler,300 Limited,23310,25885
2019,Jeep,Cherokee Latitude Plus,21290,5202
2017,Hyundai,Santa Fe Sport 2.0T Ultimate,24340,35966
2018,Jeep,Renegade Limited,21480,25931
2019,Chevrolet,Equinox LS,24595,4309
2019,Jeep,Cherokee Latitude Plus,21495,10400
2017,Chevrolet,Volt LT,16385,36433
2018,Subaru,Impreza 2.0i Sport,19985,20995
2017,Chevrolet,Volt LT,16835,30709
2017,Hyundai,Tucson Limited,23930,25120
2018,GMC,Terrain SLE,19550,18638
2017,Kia,Sportage EX,21610,19904
2017,GMC,Acadia Denali,29850,34796
2017,Honda,CR-V EX-L,24330,27629
2017,Buick,Encore Preferred II,18980,13668
2019,Chevrolet,Traverse LS,27790,10250
2019,Cadillac,XTS Luxury,25340,30937
2017,Chevrolet,Impala 1LT,16998,32958
2017,Honda,CR-V EX,21850,33778
2017,Chevrolet,Volt LT,18252,28311
2018,Subaru,Outback 2.5i Premium,22800,26928
2017,Chevrolet,Cruze LT,14998,19655
2018,Dodge,Durango SXT,29998,27422
2018,Hyundai,Elantra SEL,12950,38904
2018,Honda,Clarity Plug-In Hybrid Base,25300,8518
2018,Nissan,Kicks SR,19900,7178
2018,GMC,Terrain SLE,21600,20952
2017,Hyundai,Tucson Limited,23930,25120
2018,Lincoln,MKX Reserve,28690,33807
2018,Mitsubishi,Outlander Sport 2.4 SEL,27815,391
2019,Chevrolet,Traverse LS,27790,10250
2018,Chevrolet,Equinox 1LT,15690,16690
2018,Chrysler,300 S,18990,36889
2018,Chevrolet,Equinox 1LT,15490,16185
2017,Chevrolet,Volt LT,16788,35314
2019,Chevrolet,Equinox LS,21157,2214
2019,Dodge,Charger SXT,24891,3007
2018,Chrysler,300 S,19290,35961
2018,Dodge,Durango SXT,27995,26393
2019,Subaru,Forester Sport,28988,3241
2017,Honda,Accord EX,19788,29200
2018,Jeep,Renegade Limited,21480,25931
2018,Ford,Focus SEL,14950,13411
2018,Nissan,Rogue SV,17995,35084
2018,Hyundai,Elantra GT Base,15100,29363
2018,Nissan,Rogue SV,17488,17988
2018,Honda,Clarity Plug-In Hybrid Base,25300,8518
2019,Kia,Optima LX,17400,12337
2018,Chevrolet,Equinox 1LT,18649,33967
2018,Subaru,Outback 2.5i Premium,24772,20813
2018,Hyundai,Kona SEL,18800,15996
2018,Chrysler,300 S,16900,17500
2019,Hyundai,Kona Ultimate,28998,6544
2018,Kia,Sportage EX,21800,22300
2018,Honda,Civic EX-T,19780,17832
2019,Cadillac,CTS Luxury RWD,29660,18257
2017,Hyundai,Tucson Limited,23930,25120
2017,Hyundai,Elantra SE,14680,18851
2018,GMC,Terrain SLE,19550,18638
2018,Honda,Accord Touring 2.0T,29170,8998
2017,Kia,Sportage EX,21610,19904
2017,GMC,Acadia Denali,29850,34796
2018,Chevrolet,Trax LT,16350,9342
2019,Jeep,Cherokee Latitude Plus,21290,5202
2019,Jeep,Cherokee Latitude,19750,5750
2017,Buick,Encore Preferred II,18980,13668
2019,Jeep,Cherokee Altitude,22500,23080
2019,Chevrolet,Traverse LS,27790,10250
2018,Jeep,Compass Limited,22999,16723
2019,Chevrolet,Equinox 1LT,19653,30684
2018,Ford,Escape SEL,19950,9265
2019,Honda,Civic Sport,17988,15915
2018,Jeep,Renegade Sport,18513,3078
2018,Chrysler,300 S,17990,36102
2018,Jeep,Renegade Sport,18393,3647
2017,GMC,Acadia SLE-2,22000,35391
2018,Nissan,Rogue SV,19997,35779
2018,Chevrolet,Trax LT,16350,9342
2019,Nissan,Rogue S,20988,3780
2019,Nissan,Rogue S,20988,4999
2019,Nissan,Rogue S,20988,4692
2019,Chevrolet,Equinox 1LT,19897,20487
2019,Ford,EcoSport SE,26015,2266
2018,Hyundai,Elantra ECO,13600,6206
2017,Subaru,Impreza 2.0i Sport,21988,18305
2018,Nissan,Rogue SV,19977,37798
2017,Chevrolet,Volt LT,17922,36698
2018,Nissan,Rogue SV,18988,39371
2017,Honda,Accord EX-L,21995,18917
2018,Subaru,Outback 2.5i Premium,24000,37297
2018,Chevrolet,Trax LT,16399,31717
2019,GMC,Terrain SLT,24989,16636
2019,Jeep,Cherokee Limited,21789,19500
2018,Honda,Fit EX,16392,24071
2017,Honda,Accord EX-L w/Navigation & Honda Sensing,23695,8624
2019,Chevrolet,Impala 1LT,19981,34875
2017,Hyundai,Tucson Limited,23930,25120
2018,GMC,Terrain SLE,19550,18638
2019,Chevrolet,Malibu Premier,24440,7042
2017,Kia,Sportage EX,21610,19904
2017,GMC,Acadia Denali,29850,34796
2018,Chevrolet,Trax LT,16350,9342
2018,Honda,Civic EX-T,19780,17832
2018,Dodge,Durango GT,28210,9310
2017,Buick,Encore Preferred II,18980,13668
2019,Jeep,Cherokee Latitude,22000,10938
2018,Nissan,Murano SV,21777,32330
2019,Hyundai,Tucson SE,19850,17411
2018,Nissan,Rogue SV,17491,35800
2017,Cadillac,XT5 FWD,26240,30784
2017,GMC,Acadia SLE-2,24700,18541
2018,GMC,Acadia SLT-1,25730,35585
2018,Chevrolet,Trax LT,16350,9342
2018,Honda,Accord Sport,23800,17190
2019,Jeep,Cherokee Latitude Plus,21050,6390
2018,Volkswagen,Atlas 3.6L SE,26360,22771
2017,GMC,Acadia SLT-1,25980,30327
2019,Cadillac,CTS Luxury RWD,27110,20165
2017,Hyundai,Tucson Limited,22500,19470
2018,Honda,Accord Sport,23996,10022
2019,Chevrolet,Trax LT,16995,2161
2017,Chevrolet,Volt LT,17700,28050
2018,Chevrolet,Cruze LT,16200,19123
2019,Honda,Civic Sport,20500,5057
2018,Honda,Civic EX,20300,6052
2017,Honda,Accord EX,20000,15826
2017,Honda,Civic EX,16499,34440
2017,Chevrolet,Volt LT,17998,33425
2019,Ford,Escape SEL,21999,17034
2018,Hyundai,Kona SEL,18998,13781
2018,Dodge,Charger SXT,22995,8251
2017,Cadillac,XT5 Base,27750,17000
2018,Honda,Civic EX,18888,30490
2017,Ford,Fusion Energi SE Luxury,18250,18999
2017,Cadillac,XT5 FWD,26240,30784
2018,Honda,Civic EX-T,19780,17832
2018,Chrysler,300 S,18690,38978
2018,Honda,Accord EX-L,26995,4711
2018,Chevrolet,Cruze LS,14992,17740
2018,Honda,Accord EX-L 2.0T,27989,4087
2018,Nissan,Rogue SV,16550,38991
2018,Honda,Civic EX-L w/Navi,21500,19442
2018,Hyundai,Tucson SEL,17990,33266
2018,Nissan,Maxima 3.5 S,22900,23882
2019,Chevrolet,Impala 1LT,20139,29998
2019,Hyundai,Sonata SE,17998,14935
2018,Chevrolet,Trax LT,15653,3912
2019,Honda,Accord Sport 2.0T,27998,11575
2019,Ford,Fusion SE,19852,58
2019,Jeep,Cherokee Latitude,18410,17063
2019,Nissan,Rogue S,20995,4039
2018,Nissan,Rogue SV,17488,34625
2019,Kia,Niro,21888,15481
2017,Nissan,Maxima 3.5 SV,17998,37210
2019,Mazda,CX-5 Touring,23900,24500
2019,Jeep,Compass Limited,22200,22358
2017,Dodge,Charger SXT,19928,38877
2018,Nissan,Rogue SV,17330,38168
2019,Honda,CR-V EX,27998,24
2017,Chevrolet,Cruze LT,14488,22015
2019,Ford,Escape SE,17599,17470
2019,Chevrolet,Equinox 1LT,21427,30511
2017,GMC,Acadia SLE-2,24700,18541
2017,Cadillac,XT5 FWD,26240,30784
2018,Honda,Accord Sport,22900,24600
2018,Jeep,Renegade Limited,21480,25931
2019,Chevrolet,Equinox 1LT,20999,21593
2019,Hyundai,Santa Fe SE 2.4,21998,21313
2019,Dodge,Charger SXT,25980,11288
2018,GMC,Acadia SLT-1,25730,35585
2018,Dodge,Charger R/T,23750,32761
2018,Honda,Civic Sport Touring,25680,1288
2018,Chevrolet,Malibu LT,14995,30122
2017,Dodge,Charger SXT,19599,35907
2018,Hyundai,Tucson SEL,17230,24442
2018,Jeep,Grand Cherokee Laredo E,26150,9462
2019,Dodge,Charger GT,24966,12274
2019,Dodge,Charger GT,25367,11359
2018,Jeep,Grand Cherokee Limited,28400,33110
2018,Hyundai,Tucson SEL,17230,24442
2017,Kia,Sportage EX,17877,30304
2019,Ford,EcoSport SE,25540,6952
2018,Acura,RDX FWD w/Technology Package,29090,29680
2018,FIAT,500X Urbana Edition,15650,38723
2018,Chrysler,300 S,20390,39329
2017,Chevrolet,Volt LT,19999,18350
2019,Honda,Civic Sport Touring,26000,19345
2019,Hyundai,Santa Fe SE 2.4,21998,16728
2019,Jeep,Cherokee Latitude Plus,21789,12075
2017,Buick,Encore Preferred,15389,16472
2018,GMC,Terrain SLE,19989,20570
2017,Cadillac,XT5 Luxury,26989,38941
2017,GMC,Acadia SLE-2,22000,35391
2019,Jeep,Cherokee Latitude Plus,18999,13102
2018,Hyundai,Tucson SEL,16993,38076
2019,Chevrolet,Traverse LS,27790,10250
2017,GMC,Acadia SLE-2,24700,18541
2017,Cadillac,XT5 FWD,26240,30784
2018,Ford,EcoSport SE,17050,4652
2018,Chevrolet,Traverse LS,25440,13771
2018,GMC,Acadia SLT-1,25730,35585
2017,Dodge,Charger SXT,23080,31731
2018,Chrysler,300 S,19760,32777
2018,Hyundai,Tucson SEL,17230,24442
2019,Jeep,Cherokee Latitude Plus,26999,6848
2019,Dodge,Charger GT,27999,15369
2018,Honda,Accord Sport,24600,24982
2017,Chevrolet,Volt LT,16990,17990
2018,Subaru,Legacy 2.5i,18481,17508
2019,Chrysler,300 S,21780,17410
2019,Dodge,Charger SXT,25980,11288
2018,Chrysler,300 S,19760,32777
2018,Ford,EcoSport SE,17050,4652
2018,Hyundai,Elantra SEL,12980,39312
2017,Hyundai,Elantra Limited,16980,12490
2019,Hyundai,Santa Fe XL SE,26800,1943
2019,Chrysler,300 S,21780,17410
2018,Subaru,Crosstrek 2.0i Premium,22950,5332
2017,Honda,Civic EX-T,17950,24517
2018,Honda,Civic EX-T,20100,7339
2017,Honda,Civic Sport Touring,22900,6965
2018,Honda,Civic EX,19481,33116
2017,Chevrolet,Volt LT,18000,22979
2018,Subaru,Outback 2.5i Premium,22800,26950
2018,Mitsubishi,Outlander Sport SE,13800,34137
2018,Honda,Civic Touring,23000,2520
2018,Volkswagen,Atlas 3.6L SE,26360,22771
2018,Nissan,Rogue S,19950,5351
2019,Jeep,Grand Cherokee Laredo,26740,7458
2018,Chevrolet,Sonic LT,14992,17876
2017,Chevrolet,Cruze LT,14495,32579
2017,Chevrolet,Volt LT,16795,35987
2017,Chevrolet,Volt LT,17795,24814
2018,Jeep,Renegade Latitude,17500,15522
2019,Dodge,Charger GT,25998,14085
2019,Subaru,Impreza 2.0i Sport,22000,8096
2019,Subaru,Impreza 2.0i Premium,22980,10245
2019,Ford,Fusion SE,18397,19447
2019,Ford,Escape SE,20848,21814
2019,Chrysler,300 Limited,23310,25885
2018,Subaru,Outback 2.5i Premium,24400,15359
2018,Nissan,Rogue SV,17788,34999
2018,Mitsubishi,Eclipse Cross SEL,22800,1827
2017,Chevrolet,Sonic LS,9999,10499
2019,Jeep,Compass Trailhawk,21697,24387
2018,Nissan,Rogue S,19998,5488
2018,Nissan,Murano SV,20998,38483
2019,Kia,Rio S,13900,12543
2019,Kia,Rio S,13800,12625
2018,Nissan,Rogue SV,17177,35854
2019,Jeep,Cherokee Latitude,18998,20906
2018,Nissan,Murano SV,22497,35329
2019,Subaru,Impreza 2.0i Sport,21591,13925
2018,Volkswagen,Atlas 3.6L SE,26360,22771
2018,Chevrolet,Malibu LT,15110,31116
2018,Dodge,Durango GT,27270,37608
2018,Dodge,Durango GT,28210,9310
2018,Ford,EcoSport SE,17050,4652
2019,Jeep,Grand Cherokee Laredo,26740,7458
2019,Jeep,Cherokee Latitude Plus,22960,12138
2017,Chevrolet,Cruze LT,19988,10846
2017,Hyundai,Elantra Limited,16980,12490
2018,Nissan,Murano SV,22998,22622
2018,Mitsubishi,Eclipse Cross SEL,22800,1827
2019,Chrysler,300 S,21780,17410
2018,Honda,Accord Sport,24577,16166
2018,Honda,Fit Sport,17900,26537
2018,Mitsubishi,Eclipse Cross SEL,22800,1827
2018,Ford,EcoSport SES,18805,20642
2018,Dodge,Durango GT,27270,37608
2018,Nissan,Murano SV,19953,35690
2019,Chevrolet,Impala 1LT,18956,32443
2018,Dodge,Charger SXT Plus,21935,14912
2019,Nissan,Rogue Sport S,18990,11177
2018,Nissan,Rogue SV,16985,17988
2018,Nissan,Rogue SV,16985,17888
2017,Hyundai,Tucson Limited,23930,25120
2018,Jeep,Renegade Limited,21480,25931
2018,Cadillac,XT5 Premium Luxury,27810,38412
2018,Dodge,Durango GT,27270,37608
2018,Dodge,Charger R/T,23750,32761
2018,Honda,Civic Sport Touring,25680,1288
2018,Nissan,Murano SV,20588,31039
2018,Hyundai,Elantra SEL,13800,36794
2019,Chrysler,300 S,22790,32880
2018,Chrysler,300 S,17990,36332
2018,Hyundai,Santa Fe SE,20990,24100
2017,Kia,Sorento LX,19499,35539
2019,Ford,Escape SE,21999,22341
2019,Jeep,Compass Limited,22489,17297
2019,Chevrolet,Equinox 1LT,22279,21797
2019,Honda,Accord Sport,25989,1877
2019,Kia,Niro LX,21489,13312
2019,Chrysler,300 Limited,21789,26193
2018,Volkswagen,Atlas 3.6L SE,26360,22771
2018,Dodge,Durango GT,27270,37608
2018,Honda,CR-V EX,23430,24030
2018,Chevrolet,Equinox 1LT,20310,9495
2018,Honda,Civic Sport Touring,25680,1288
2017,Hyundai,Elantra Limited,16980,12490
2019,Subaru,Outback 2.5i,26380,6215
2019,Chrysler,300 S,21780,17410
2018,Nissan,Rogue SL,23670,11585
2019,Subaru,Outback 2.5i,25300,7656
2019,Dodge,Charger GT,26995,10684
2018,Dodge,Charger GT,26700,27499
2019,Hyundai,Santa Fe SE 2.4,19492,27189
2019,Hyundai,Santa Fe SE 2.4,19492,27189
2017,BMW,X3 sDrive28i,27988,26145
2018,Chevrolet,Malibu LT,15500,39372
2017,Jeep,Compass Trailhawk,21450,26822
2017,Buick,LaCrosse Premium,23320,34456
2019,Lincoln,MKZ Hybrid Standard,27790,3704
2018,Hyundai,Elantra GT Sport,18060,2426
2018,Hyundai,Elantra SEL,16150,18543
2018,Hyundai,Elantra GT Sport,20450,6744
2019,Jeep,Cherokee Latitude Plus,21800,8331
2018,Hyundai,Tucson SEL,17230,24442
2019,Chevrolet,Equinox 1LT,20770,21406
2018,Chevrolet,Equinox 1LT,19780,29786
2017,Volkswagen,Golf S Auto,16360,10661
2017,Chevrolet,Volt LT,17039,25492
2017,Chevrolet,Volt LT,16706,27571
2018,Mitsubishi,Outlander Sport SE,15499,37670
2019,Jeep,Cherokee Latitude Plus,21998,23146
2019,Dodge,Charger R/T,29900,17424
2018,Honda,Civic EX-T,18781,18868
2017,Chevrolet,Malibu 1LT,15998,37611
2018,Chevrolet,Cruze LT,13998,14599
2017,Chevrolet,Volt LT,18250,17029
2017,Mercedes-Benz,GLA 250 Base 4MATIC,26834,23985
2018,Nissan,Rogue S,18998,8228
2018,Honda,Civic Touring,23000,3298
2018,Dodge,Charger GT,27998,8722
2018,Subaru,Outback 3.6R Limited,29300,16719
2018,Mitsubishi,Outlander ES,17550,37133
2018,Chevrolet,Malibu LT,15500,39372
2017,GMC,Acadia SLE-1,20800,30350
2018,Hyundai,Elantra SEL,12980,39312
2019,Subaru,Outback 2.5i,25300,7656
2018,Hyundai,Tucson SEL,17230,24442
2018,Hyundai,Elantra GT Sport,18240,2426
2019,Chevrolet,Trax LT,17195,934
2017,Chevrolet,Volt LT,17995,14857
2018,Chrysler,300 S,18995,33258
2018,Nissan,Maxima 3.5 SV,19998,38739
2017,Kia,Sportage SX Turbo,21500,22000
2018,Kia,Optima LX,16000,14274
2019,Ford,Escape SE,19358,5867
2017,Ford,Focus SEL,14104,20820
2018,Honda,Accord EX-L,24299,24061
2018,Honda,Clarity Plug-In Hybrid Base,25980,26743
2019,Dodge,Charger GT,28998,8816
2018,Subaru,Outback 2.5i,20998,38233
2018,Chevrolet,Cruze LT,16522,17630
2019,Ford,Escape SE,22361,2825
2019,Ford,Escape SE,21370,22537
2019,Kia,Sorento LX,23020,9331
2017,Honda,Civic EX,19998,23066
2019,Nissan,Rogue Sport S,17488,18900
2018,Buick,Encore Preferred,17100,22830
2018,Nissan,Rogue S,18100,12576
2018,Ford,Escape SEL,17995,10132
2019,Chevrolet,Impala 1LT,19000,19500
2019,Kia,Rio S,13900,12425
2017,Chevrolet,Volt Premier,20488,24453
2018,Subaru,Outback 2.5i,21988,32027
2017,Buick,LaCrosse Premium,23320,34456
2018,Chrysler,300 S,19760,32777
2017,Honda,CR-V EX-L,24330,27629
2019,Mitsubishi,Outlander Sport SE,15646,22623
2019,Lincoln,MKZ Hybrid Standard,27790,3704
2018,Hyundai,Elantra GT Sport,18060,2426
2018,Hyundai,Elantra SEL,16150,18543
2018,Nissan,Rogue SV,17478,32358
2018,Dodge,Charger R/T,23750,32761
2018,Jeep,Renegade Limited,20990,5962
2017,Subaru,Impreza 2.0i Premium,18700,10312
2018,Ford,EcoSport Titanium,15293,29357
2018,Chevrolet,Malibu LT,15500,39372
2018,Hyundai,Tucson SEL,17230,24442
2018,Nissan,Murano SV,23988,38298
2019,Kia,Optima,26318,1728
2018,Nissan,Rogue S,13990,37849
2018,Chrysler,300 S,17390,17990
2018,Chevrolet,Cruze LT,11990,38035
2018,Honda,Civic EX,20999,6731
2017,Chevrolet,Cruze LS,13989,22449
2017,Chevrolet,Cruze LT,14489,31518
2019,Kia,Sorento LX,20989,15582
2019,Chevrolet,Equinox Premier,24989,12018
2019,Chevrolet,Equinox 1LT,18989,16681
2017,Chevrolet,Cruze LT,14489,24159
2019,Toyota,Camry LE,21991,13135
2019,Toyota,Camry SE,23991,24800
2018,Chevrolet,Malibu LT,15500,39372
2017,Mercedes-Benz,CLA 250 Base,24991,12917
2019,Kia,Optima LX,18998,8321
2018,Dodge,Charger SXT,21888,32693
2017,Honda,CR-V EX-L,24330,27629
2017,Buick,LaCrosse Premium,23320,34456
2019,Lincoln,MKZ Hybrid Standard,27790,3704
2018,Hyundai,Elantra GT Sport,18060,2426
2018,Hyundai,Elantra SEL,16150,18543
2019,Jeep,Grand Cherokee Laredo,26740,7458
2019,Chevrolet,Equinox 1LT,22988,24717
2019,Hyundai,Tucson SE,18492,15514
2019,Hyundai,Tucson SE,18492,15514
2018,Subaru,Impreza 2.0i Sport,19985,20795
2018,Chevrolet,Equinox 1LT,18980,22242
2018,Dodge,Charger R/T,23750,32761
2017,Lincoln,MKC Reserve,23670,29826
2018,Jeep,Renegade Limited,21480,25931
2019,Jeep,Grand Cherokee Limited,29980,30690
2017,Honda,Civic EX,20730,17864
2019,Chrysler,300 S,24690,14814
